year,iso3,country,categoryLevel,categoryId,categoryName,category,parentGroupId,scope,dependency,hhi,importance,vulnerability,chinaImport,totalImport
2010,BHS,Bahamas,hs_chapter,HS85,HS85,HS85,XVI,manufactures,0.03610722765260259,0.8064831968872055,0.029800837068831132,0.2528406387342456,5724.619,158544.961
2010,NZL,New Zealand,hs_chapter,HS95,HS95,HS95,XX,manufactures,0.571445393532689,0.4487499361295651,0.013692644540580305,0.40404907291405556,177376.321,310399.424
2010,PLW,Palau,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.005586921721895616,0.8675060307986469,0.1253372265849817,0.24033332371094795,15.154,2712.406
2010,BGD,Bangladesh,hs_chapter,HS84,HS84,HS84,XVI,manufactures,0.2425079904504242,0.3426799288790983,0.1411092687896599,0.19580251095228376,740592.677,3053889.794
2010,BHS,Bahamas,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.0030886474572094534,0.7140514618887646,0.010198288038751524,0.19344796478734336,167.579,54256.435000000005
2010,COK,Cook Isds,hs_chapter,HS62,HS62,HS62,XI,manufactures,0.0,0.6091168314341608,0.013925478712748808,0.20886398925053515,0.0,682.571
2010,KNA,Saint Kitts and Nevis,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.007066553912849075,0.7889831852975903,0.00990364821625546,0.21917558041096147,21.083,2983.491
2010,MRT,Mauritania,hs_chapter,HS29,HS29,HS29,VI,manufactures,0.08685957670105918,0.7194545749112959,0.004314920571204971,0.22421862809799695,388.655,4474.521
2010,SYC,Seychelles,hs_chapter,HS73,HS73,HS73,XV,manufactures,0.05363439708938516,0.5065759197744201,0.058222938443155556,0.1752511057855554,1167.1770000000001,21761.725
2010,SVK,Slovakia,hs_chapter,HS29,HS29,HS29,VI,manufactures,0.03749409905873267,0.7008634147052062,0.008675066854881959,0.19777154995583246,16797.298,447998.44299999997
2010,MKD,North Macedonia,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.05200301845782464,0.28052489285788784,0.02624324077208896,0.10134535010907322,5274.353,101423.978
2010,KHM,Cambodia,hs_chapter,HS61,HS61,HS61,XI,manufactures,0.3288508846136933,0.5492588567567998,0.010537945169401633,0.32399204022276346,28813.096,87617.511
2010,ARE,United Arab Emirates,hs_chapter,HS73,HS73,HS73,XV,manufactures,0.19320463501784066,0.26063557819032657,0.031580647537298744,0.16167684034368238,771533.742,3993350.066
2010,TUR,TÃ¼rkiye,hs_chapter,HS62,HS62,HS62,XI,manufactures,0.36419689197270017,0.33868951306990724,0.01122258754889745,0.276411827435049,572180.8910000001,1571075.711
2010,SAU,Saudi Arabia,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.0465192440609546,0.2731622644114201,0.02791232616269793,0.10014303611518047,123741.375,2660003.994
2010,ATG,Antigua and Barbuda,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.026904944686449713,0.8313002502009943,0.003947698309803604,0.23439561973367182,155.293,5771.913
2010,KEN,Kenya,hs_chapter,HS39,HS39,HS39,VII,manufactures,0.1110927965945275,0.3165176952385687,0.06012051810615723,0.1277631913308282,58250.193,524338.164
2010,MDA,Rep. of Moldova,hs_chapter,HS84,HS84,HS84,XVI,manufactures,0.14420500924560525,0.33402042700200857,0.11979739731430142,0.1585406155033049,46622.818,323309.282
2010,WLF,Wallis and Futuna Isds,hs_chapter,HS84,HS84,HS84,XVI,manufactures,0.0,0.8330735307538933,0.09917162122668928,0.23555724187461294,0.0,2509.068
2010,ITA,Italy,hs_chapter,HS61,HS61,HS61,XI,manufactures,0.27236790211785394,0.20282156549578148,0.023240472153946052,0.2063250180126047,2178849.676,7999656.564
2010,SLV,El Salvador,hs_chapter,HS95,HS95,HS95,XX,manufactures,0.6171095790333545,0.5263796783799614,0.006173525225495239,0.44950933786472225,23024.878,37310.842
2010,MUS,Mauritius,hs_chapter,HS84,HS84,HS84,XVI,manufactures,0.18974741167659723,0.3542411096032793,0.1458844095718032,0.1840311568130553,84292.416,444234.866
2010,BLR,Belarus,hs_chapter,HS61,HS61,HS61,XI,manufactures,0.18033185982708905,0.31653208304135644,0.0033361231281284704,0.20232111801865088,11426.599,63364.282999999996
2010,VEN,Venezuela,hs_chapter,HS73,HS73,HS73,XV,manufactures,0.21627011449155095,0.36953287301578835,0.029350555871553007,0.2000087134498359,175824.239,812984.445
2010,NGA,Nigeria,hs_chapter,HS39,HS39,HS39,VII,manufactures,0.11368054521717474,0.258605496798245,0.04951169362839032,0.11601202921694875,219242.881,1928587.522
2010,SWE,Sweden,hs_chapter,HS87,HS87,HS87,XVII,manufactures,0.010773370848198157,0.24257867409273615,0.13030059839047703,0.07300658104290976,155704.651,14452732.872
2010,CCK,Cocos Isds,hs_chapter,HS73,HS73,HS73,XV,manufactures,0.0,1.0,0.065083762805889,0.2856537005853007,0.0,618.3100000000001
2010,NLD,Netherlands,hs_chapter,HS64,HS64,HS64,XII,manufactures,0.2596262202881654,0.17837510611742158,0.01069301205492019,0.20406167920592846,835544.1549999999,3218257.979
2010,UGA,Uganda,hs_chapter,HS29,HS29,HS29,VI,manufactures,0.1420645492580182,0.4303956459963607,0.012207360802150945,0.17515101024808885,5639.431,39696.258
