year,iso3,country,categoryLevel,categoryId,categoryName,category,parentGroupId,scope,dependency,hhi,importance,vulnerability,chinaImport,totalImport
2009,BRA,Brazil,hs_chapter,HS61,HS61,HS61,XI,manufactures,0.4382471930403829,0.3387889254431076,0.003439428591037847,0.29777649851587795,161132.712,367675.4
2009,TUV,Tuvalu,hs_chapter,HS84,HS84,HS84,XVI,manufactures,0.2872569598034547,0.8632293533392532,0.018567114917222644,0.3394863297716481,509.782,1774.655
2009,CHL,Chile,hs_chapter,HS95,HS95,HS95,XX,manufactures,0.6995398744898567,0.6258677959415024,0.0122324478410228,0.49190250215711767,246665.582,352611.182
2009,IRL,Ireland,hs_chapter,HS64,HS64,HS64,XII,manufactures,0.21678753650302895,0.32170643565032425,0.010037997061091281,0.2223277110036228,112364.05399999999,518314.179
2009,BOL,Bolivia (Plurinational State of),hs_chapter,HS85,HS85,HS85,XVI,manufactures,0.13969374152080047,0.4668938269263225,0.09156631809339634,0.2018950077242839,58233.942,416868.654
2009,AGO,Angola,hs_chapter,HS85,HS85,HS85,XVI,manufactures,0.18726289076476244,0.28663856574671326,0.11511666023756058,0.17010421077306456,366772.043,1958594.3669999999
2009,MEX,Mexico,hs_chapter,HS61,HS61,HS61,XI,manufactures,0.031419363552172806,0.2359779547180388,0.005832300139016352,0.12095449132340817,36505.768,1161887.571
2009,YEM,Yemen,hs_chapter,HS39,HS39,HS39,VII,manufactures,0.10440638809441784,0.38815502120196443,0.054638126218424406,0.14651889172934596,32450.974,310814.066
2009,BHS,Bahamas,hs_chapter,HS64,HS64,HS64,XII,manufactures,0.014693456325549921,0.7353959557007999,0.003868989179204397,0.243404515267397,287.376,19558.094
2009,GRD,Grenada,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.02080835015699077,0.8620614544045314,0.025803383782382252,0.2433401744945534,57.730000000000004,2774.3669999999997
2009,POL,Poland,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.051400572215212624,0.3806602810524381,0.04109544717447429,0.1487231242850566,264656.163,5148895.267
2009,MSR,Montserrat,hs_chapter,HS94,HS94,HS94,XX,manufactures,0.0,0.9354445779099937,0.012887047630026164,0.2742440933833842,0.0,131.47
2009,COD,Dem. Rep. of the Congo,hs_chapter,HS39,HS39,HS39,VII,manufactures,0.08556355059453141,0.44541588049685465,0.06437204824449182,0.16133947007716332,11173.412,130586.119
2009,AUS,Australia,hs_chapter,HS87,HS87,HS87,XVII,manufactures,0.031193940403044677,0.35843090998278143,0.13191276242425198,0.10872576628573062,542731.046,17398604.953
2009,IRQ,Iraq,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.08212541771077815,0.39222293640958084,0.025577594050687782,0.137559307124749,30918.085,376474.006
2009,IND,India,hs_chapter,HS87,HS87,HS87,XVII,manufactures,0.11973260847526569,0.30686716042382395,0.020039362545732055,0.12893288895617583,414535.70399999997,3462178.844
2009,LKA,Sri Lanka,hs_chapter,HS62,HS62,HS62,XI,manufactures,0.1322381472301319,0.3809537373362682,0.00761739471951549,0.18793523116630514,6590.8769999999995,49840.966
2009,ESP,Spain,hs_chapter,HS64,HS64,HS64,XII,manufactures,0.329129890850501,0.23328338093701007,0.012445696151880896,0.2456288776506911,859123.8720000001,2610288.205
2009,KWT,Kuwait,hs_chapter,HS62,HS62,HS62,XI,manufactures,0.1680248045847189,0.3753539236791059,0.020163381111715683,0.2104106462698394,43483.013999999996,258789.255
2009,IND,India,hs_chapter,HS95,HS95,HS95,XX,manufactures,0.6586192057644731,0.5356760980796403,0.00124528980801391,0.4515228364943447,141700.186,215147.364
2009,KWT,Kuwait,hs_chapter,HS29,HS29,HS29,VI,manufactures,0.0736916646323031,0.5353136948730576,0.010514698249651372,0.1713672434027109,9944.846,134952.115
2009,COG,Congo,hs_chapter,HS85,HS85,HS85,XVI,manufactures,0.1737229657148375,0.47301189745689187,0.13811976634399759,0.20963777406790113,59087.58,340125.324
2009,AZE,Azerbaijan,hs_chapter,HS64,HS64,HS64,XII,manufactures,0.18836406903596623,0.3280318902060821,0.002560539520171685,0.2042237823790944,3199.113,16983.669
2009,USA,USA,hs_chapter,HS62,HS62,HS62,XI,manufactures,0.40601326203136895,0.2499671830917241,0.026961244153704867,0.2654438175999975,12900435.633,31773434.12
2009,FRA,France,hs_chapter,HS39,HS39,HS39,VII,manufactures,0.04854147770009032,0.1844391092455916,0.04628010722037991,0.07914119712241804,945752.187,19483382.703
2009,NIU,Niue,hs_chapter,HS94,HS94,HS94,XX,manufactures,0.0,0.9915708046578436,0.0004655122819057353,0.29120521486986267,0.0,79.452
2009,TZA,United Rep. of Tanzania,hs_chapter,HS39,HS39,HS39,VII,manufactures,0.08223727606928183,0.3773619136440527,0.0601665326323622,0.13291025158259473,24417.774,296918.565
2009,EST,Estonia,hs_chapter,HS85,HS85,HS85,XVI,manufactures,0.13685415393970843,0.2316540868517288,0.15428386545788267,0.14373240446701638,157592.837,1151538.572
2009,BLR,Belarus,hs_chapter,HS73,HS73,HS73,XV,manufactures,0.05260327679377444,0.3721531658481473,0.049222170396090156,0.1365639679853098,36842.578,700385.608
2009,GAB,Gabon,hs_chapter,HS87,HS87,HS87,XVII,manufactures,0.10741781794964554,0.3708735043362409,0.10601148411285206,0.13735253172370238,17585.422,163710.475
2009,LCA,Saint Lucia,hs_chapter,HS39,HS39,HS39,VII,manufactures,0.0659533193622154,0.5338424966868356,0.046086421015400426,0.17850155509231838,604.626,9167.484
2009,ZAF,South Africa,hs_chapter,HS95,HS95,HS95,XX,manufactures,0.5869977635914768,0.5057019434823239,0.00825606669151698,0.41356371561639105,228492.287,389255.805
2009,DJI,Djibouti,hs_chapter,HS94,HS94,HS94,XX,manufactures,0.18252592289241948,0.3553617645396588,0.021888964012920776,0.18803887101719766,5205.369,28518.519
2009,NFK,Norfolk Isds,hs_chapter,HS39,HS39,HS39,VII,manufactures,0.00801995740025264,0.9605276915263972,0.0708184749146374,0.2652437493773298,7.587000000000001,946.015
2009,TUN,Tunisia,hs_chapter,HS61,HS61,HS61,XI,manufactures,0.06447153611634655,0.5298501967672465,0.008761450334799883,0.212338252085778,9036.59,140164.025
2009,IRL,Ireland,hs_chapter,HS73,HS73,HS73,XV,manufactures,0.08364298198094479,0.35105646162315435,0.01595603710209187,0.14612353222355995,68912.907,823893.474
2009,NIC,Nicaragua,hs_chapter,HS94,HS94,HS94,XX,manufactures,0.14868730330137392,0.3251020923492662,0.01620001626949869,0.18150064499736596,6557.651,44103.638
2009,NZL,New Zealand,hs_chapter,HS87,HS87,HS87,XVII,manufactures,0.026896027427820404,0.35057375266326307,0.10865258802801667,0.10521873396222134,56002.689,2082191.8460000001
2009,SWZ,Eswatini,hs_chapter,HS94,HS94,HS94,XX,manufactures,0.009785580573129834,0.9533939463143727,0.03850629620293473,0.28060027751014194,360.414,36831.131
2009,ARG,Argentina,hs_chapter,HS39,HS39,HS39,VII,manufactures,0.079078784887092,0.36905060300695997,0.05011505340886616,0.13054391686490127,136751.896,1729312.055
2009,ECU,Ecuador,hs_chapter,HS39,HS39,HS39,VII,manufactures,0.08270384248169635,0.34754656823127245,0.059214813861758975,0.12700346282594602,54802.920000000006,662640.554
2009,HND,Honduras,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.09385879114013423,0.4037487874261965,0.010566913811951394,0.1497245344866893,4805.02,51194.139
2009,ARE,United Arab Emirates,hs_chapter,HS95,HS95,HS95,XX,manufactures,0.3978572627037856,0.2949141116821317,0.004625769643234923,0.3024393222634192,212507.115,534129.033
2009,PHL,Philippines,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.08828646612621326,0.41299885527534197,0.03409171395453002,0.15650168700769773,123994.083,1404451.763
2009,AFG,Afghanistan,hs_chapter,HS94,HS94,HS94,XX,manufactures,0.0576044558766175,0.2888599303136696,0.020978470159921516,0.12496368814738487,4773.649,82869.43999999999
2009,OMN,Oman,hs_chapter,HS85,HS85,HS85,XVI,manufactures,0.12504535832232921,0.3614493345251935,0.08287397414803377,0.1675383442235102,101057.603,808167.567
2009,TUV,Tuvalu,hs_chapter,HS62,HS62,HS62,XI,manufactures,0.0,0.9537137548626615,0.0007076858432291668,0.2918450375508524,0.0,67.641
2009,MRT,Mauritania,hs_chapter,HS61,HS61,HS61,XI,manufactures,0.9644988660733996,0.962342479611314,0.02055461548667318,0.667709108611156,18153.571,18821.765
2009,RUS,Russian Federation,hs_chapter,HS94,HS94,HS94,XX,manufactures,0.19959824437286364,0.20571731473575885,0.01799955244385098,0.16690420385549762,499335.2,2501701.363
2009,MSR,Montserrat,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.0,0.942310401197995,0.024832390942857063,0.24804059300079936,0.0,253.333
2009,BEN,Benin,hs_chapter,HS64,HS64,HS64,XII,manufactures,0.9667804681068098,0.979152554368229,0.02664780728646387,0.6886258208914342,89193.856,92258.645
2009,PNG,Papua New Guinea,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.14061724903491507,0.5547728283198857,0.019340426398494415,0.19960177013399058,6057.411,43077.297
2009,SVK,Slovakia,hs_chapter,HS87,HS87,HS87,XVII,manufactures,0.011363154902462447,0.24801034325608678,0.14214536185428975,0.07507616001489278,67991.057,5983466.527
2009,KOR,Rep. of Korea,hs_chapter,HS73,HS73,HS73,XV,manufactures,0.5024219635974068,0.40013007764054387,0.029207793587951343,0.30547737664116076,2970717.504,5912793.865
2009,TLS,Timor-Leste,hs_chapter,HS95,HS95,HS95,XX,manufactures,0.47621814505142424,0.8705409752186466,0.003997965102788505,0.47868143858584594,145.067,304.623
2009,BTN,Bhutan,hs_chapter,HS62,HS62,HS62,XI,manufactures,0.10863529127463699,0.693540953029579,0.0022251059403879075,0.27029131268201906,89.00999999999999,819.347
2009,SVN,Slovenia,hs_chapter,HS73,HS73,HS73,XV,manufactures,0.028194216647752953,0.24170112224487197,0.031125954231247043,0.09590389994165414,16760.964,594482.344
2009,LAO,Lao People's Dem. Rep.,hs_chapter,HS90,HS90,HS90,XVIII,manufactures,0.4712829648112762,0.8138472896860452,0.025779065011965786,0.3823789371183065,21513.515,45648.828
