year,iso3,country,topicTag,topicName,scope,dependency,hhi,importance,vulnerability,chinaImport,totalImport
2023,PHL,Philippines,strategic_transport,战略交通装备,all_goods,0.12190477931769031,0.5007109352935751,0.10693835551422722,0.18765097819455306,1749364.927,14350257.117
2023,KAZ,Kazakhstan,green_manufacturing,绿色制造相关,all_goods,0.6413928057265623,0.4476480353908613,0.004651064002112866,0.398598408064771,195113.72600000002,304203.172
2023,IND,India,industrial_equipment,工业设备,manufactures,0.4317631136225656,0.3612783962699379,0.14187319670220444,0.28199629936623083,24790494.786,57416889.039000005
2023,PER,Peru,solar_pv_chain,光伏产业链,manufactures,0.5932185097755805,0.4027465285214866,0.004135172226537232,0.3716796246090224,89254.93800000001,150458.788
2023,GUM,Guam,strategic_transport,战略交通装备,manufactures,0.0,0.5415802707869352,0.2701399650195357,0.17149811328216555,0.0,108275.41799999999
2023,EGY,Egypt,solar_pv_chain,光伏产业链,all_goods,0.65723407576936,0.49479428157495575,0.00470178719798398,0.4214329200965609,283406.845,431211.42899999995
2023,BTN,Bhutan,green_manufacturing,绿色制造相关,all_goods,0.33356749873243347,0.36795218541844854,0.004056625913363254,0.26435069181538934,1899.327,5693.981
2023,BEN,Benin,solar_pv_chain,光伏产业链,all_goods,0.6120939298610892,0.4132510149132481,0.005044536492914994,0.38346507352387976,16278.321,26594.482
2023,EGY,Egypt,medical_health,医疗健康制造,all_goods,0.06478148572702257,0.20206999733603787,0.054873584974957146,0.08474028478092437,326017.965,5032579.314
2023,NIC,Nicaragua,industrial_equipment,工业设备,manufactures,0.30433466346501303,0.3341248642773451,0.08689464027130353,0.22829919096285506,204800.918,672946.406
2023,LSO,Lesotho,green_manufacturing,绿色制造相关,manufactures,0.3335928022591996,0.6665921036861894,0.005528788936087114,0.34859257403374133,1924.656,5769.477
2023,ATF,Fr. South Antarctic Terr.,industrial_equipment,工业设备,manufactures,0.0,0.9015999285843822,0.13197249466463773,0.24870541545884545,0.0,2558.695
2023,SWE,Sweden,strategic_transport,战略交通装备,all_goods,0.02178861026396008,0.24746396293769754,0.13517799069119343,0.09162507907149664,537006.827,24646217.473
2023,ESP,Spain,solar_pv_chain,光伏产业链,manufactures,0.6053966944855574,0.43336116377531675,0.015631128308309098,0.39165210450740295,3057681.994,5050708.108999999
2023,PSE,State of Palestine,ev_chain,新能源汽车链,all_goods,0.06557683748337526,0.3224396637287573,0.05239779043318071,0.11861515085446715,27972.592,426562.077
