year,iso3,country,rank,cdi,totalImport,chinaImport,topCategory,region,incomeGroup
2012,ETH,Ethiopia,27,0.27774207610769114,9045709.729,2512374.2,机械、电气与电子设备,Sub-Saharan Africa ,Not classified
2012,SDN,Sudan,28,0.2738319104792014,6718976.166,1839870.08,机械、电气与电子设备,Sub-Saharan Africa ,Low income
2012,CHL,Chile,29,0.2622576049820378,54626916.268,14326324.228,机械、电气与电子设备,Latin America & Caribbean ,High income
2012,NER,Niger,30,0.2610573226282725,1269007.514,331283.704,机械、电气与电子设备,Sub-Saharan Africa ,Low income
2012,NGA,Nigeria,31,0.2597949961931016,32396290.003,8416394.038,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
2012,KOR,Rep. of Korea,32,0.25952701510346915,286612823.78,74383770.646,机械、电气与电子设备,East Asia & Pacific,High income
2012,PER,Peru,33,0.25879305380493484,44789710.263,11591265.898,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,MUS,Mauritius,34,0.25598972169887074,3491387.881,893759.412,机械、电气与电子设备,Sub-Saharan Africa ,Upper middle income
2012,KEN,Kenya,35,0.25299994061827763,10813276.787,2735758.385,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
2012,YEM,Yemen,36,0.2482873191907547,6605724.16,1640117.543,纺织、服装、鞋帽与生活饰品,"Middle East, North Africa, Afghanistan & Pakistan",Low income
2012,USA,USA,37,0.24828575730566857,1705426758.514,423433174.267,机械、电气与电子设备,North America,High income
2012,CUB,Cuba,38,0.24694113489130182,4581667.629,1131402.204,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,KHM,Cambodia,39,0.24444469693239168,10790306.041,2637633.09,纺织、服装、鞋帽与生活饰品,East Asia & Pacific,Lower middle income
2012,AUS,Australia,40,0.23533947387460263,191911323.283,45164309.852,机械、电气与电子设备,East Asia & Pacific,High income
2012,BGD,Bangladesh,41,0.23301717123716237,26380264.958,6147054.717,纺织、服装、鞋帽与生活饰品,South Asia,Lower middle income
2012,PHL,Philippines,42,0.2245689311038457,66428397.422,14917754.204,机械、电气与电子设备,East Asia & Pacific,Lower middle income
2012,GHA,Ghana,43,0.22450209994913367,13012425.664,2921316.887,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
2012,SYR,Syria,44,0.222439405549427,5228545.9229999995,1163034.647,纺织、服装、鞋帽与生活饰品,"Middle East, North Africa, Afghanistan & Pakistan",Low income
2012,TKM,Turkmenistan,45,0.2208567140020904,7599903.8,1678489.78,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,KAZ,Kazakhstan,46,0.22068556297370845,35263570.594,7782160.929,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,NZL,New Zealand,47,0.21943659927367873,27331229.302,5997472.012,机械、电气与电子设备,East Asia & Pacific,High income
2012,S19,"Other Asia, nes",48,0.21911663417529856,176431385.958,38659051.453999996,机械、电气与电子设备,,
2012,LAO,Lao People's Dem. Rep.,49,0.2175994641104704,4220702.729,918422.652,机械、电气与电子设备,East Asia & Pacific,Lower middle income
2012,URY,Uruguay,50,0.21616427972165025,8393131.679,1814295.264,机械、电气与电子设备,Latin America & Caribbean ,High income
2012,SLE,Sierra Leone,51,0.21458651711003104,1077903.538,231303.566,运输设备,Sub-Saharan Africa ,Low income
2012,IDN,Indonesia,52,0.21031164529252241,132564545.659,27879867.705,机械、电气与电子设备,East Asia & Pacific,Upper middle income
2012,LKA,Sri Lanka,53,0.20916472841184203,12428059.696,2599511.731,机械、电气与电子设备,South Asia,Lower middle income
2012,COL,Colombia,54,0.20865199457554023,45098758.927,9409946.003,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,BRA,Brazil,55,0.20414139815551727,181100905.838,36970192.125,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,VEN,Venezuela,56,0.20345264184509734,45161160.119,9188157.335,机械、电气与电子设备,Latin America & Caribbean ,Not classified
2012,WSM,Samoa,57,0.20316728160437908,221963.402,45095.701,贱金属及金属制品,East Asia & Pacific,Upper middle income
2012,PAN,Panama,58,0.202468119691463,43404349.299,8787996.989,纺织、服装、鞋帽与生活饰品,Latin America & Caribbean ,High income
2012,IRN,Iran,59,0.2021575937822999,56435788.33,11408923.172,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
2012,MHL,Marshall Isds,60,0.20114331224536436,7888106.714999999,1586639.912,运输设备,East Asia & Pacific,Upper middle income
2012,THA,Thailand,61,0.19979505448255153,182809750.935,36524484.148,机械、电气与电子设备,East Asia & Pacific,Upper middle income
2012,UZB,Uzbekistan,62,0.19963046443271185,8562592.833,1709354.384,机械、电气与电子设备,Europe & Central Asia,Lower middle income
2012,MYS,Malaysia,63,0.19713999875669497,153982922.291,30356193.109,机械、电气与电子设备,East Asia & Pacific,Upper middle income
2012,NPL,Nepal,64,0.19586742191657416,4102651.1920000003,803575.7119999999,机械、电气与电子设备,South Asia,Lower middle income
2012,TZA,United Rep. of Tanzania,65,0.1912403172504102,7438763.967,1422591.581,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
2012,COD,Dem. Rep. of the Congo,66,0.1875670070255672,4164090.409,781045.975,机械、电气与电子设备,Sub-Saharan Africa ,Low income
2012,GNQ,Equatorial Guinea,67,0.18703223013133902,1881933.69,351982.255,机械、电气与电子设备,Sub-Saharan Africa ,Upper middle income
2012,MEX,Mexico,68,0.18144980995211699,305769332.603,55481787.29,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,GUY,Guyana,69,0.1810391389830365,1239988.2989999999,224486.414,机械、电气与电子设备,Latin America & Caribbean ,High income
2012,RUS,Russian Federation,70,0.1805607967951988,276010429.598,49836663.092,机械、电气与电子设备,Europe & Central Asia,High income
2012,IND,India,71,0.1786528882919937,272717758.844,48721815.306,机械、电气与电子设备,South Asia,Lower middle income
2012,ARG,Argentina,72,0.17741028988943244,56516463.06,10026602.095,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,ZAF,South Africa,73,0.17420365160301293,81947706.019,14275589.629,机械、电气与电子设备,Sub-Saharan Africa ,Upper middle income
2012,UGA,Uganda,74,0.1712856033096007,3854081.623,660148.696,机械、电气与电子设备,Sub-Saharan Africa ,Low income
2012,BOL,Bolivia (Plurinational State of),75,0.17009093069088804,7524173.998,1279793.758,机械、电气与电子设备,Latin America & Caribbean ,Lower middle income
2012,MRT,Mauritania,76,0.16951449388894294,2490928.1520000002,422248.425,纺织、服装、鞋帽与生活饰品,Sub-Saharan Africa ,Lower middle income
2012,EGY,Egypt,77,0.16919691253674873,47477317.160000004,8033015.479,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
2012,MLI,Mali,78,0.16585568006710177,2239954.603,371509.194,机械、电气与电子设备,Sub-Saharan Africa ,Low income
2012,LBY,Libya,79,0.16502422242562118,14256852.53,2352726.003,纺织、服装、鞋帽与生活饰品,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
2012,CAF,Central African Rep.,80,0.16326125818037782,190971.314,31178.217,机械、电气与电子设备,Sub-Saharan Africa ,Low income
2012,JOR,Jordan,81,0.16150820015971315,13738178.76,2218828.525,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
2012,AGO,Angola,82,0.1614269261285553,22276182.154,3595975.611,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
2012,DZA,Algeria,83,0.16035753308772224,38743955.163,6212885.072,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
2012,ECU,Ecuador,84,0.15979634608177457,17962524.816,2870345.832,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,PYF,French Polynesia,85,0.1590411727129613,1016694.553,161696.294,机械、电气与电子设备,East Asia & Pacific,High income
2012,TON,Tonga,86,0.1589709232835084,112300.782,17852.559,机械、电气与电子设备,East Asia & Pacific,Upper middle income
2012,RWA,Rwanda,87,0.1585569793692046,1375026.384,218020.03,机械、电气与电子设备,Sub-Saharan Africa ,Low income
2012,BDI,Burundi,88,0.15561989280230878,283621.77999999997,44137.191,运输设备,Sub-Saharan Africa ,Low income
2012,FJI,Fiji,89,0.15304086404919565,1209627.606,185122.454,机械、电气与电子设备,East Asia & Pacific,Upper middle income
2012,IRQ,Iraq,90,0.15301516427406886,31875853.391,4877488.943,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
2012,SAU,Saudi Arabia,91,0.15254505632936505,139572207.637,21291050.276,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",High income
2012,JAM,Jamaica,92,0.1519008403735056,2893079.07,439461.142,纺织、服装、鞋帽与生活饰品,Latin America & Caribbean ,Upper middle income
2012,DOM,Dominican Rep.,93,0.15149530241730763,11572015.132,1753105.932,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,CIV,CÃ´te d'Ivoire,94,0.15099504424775206,5019674.664,757945.998,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
2012,UKR,Ukraine,95,0.1487514181985795,51630145.319,7680057.338,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,NIC,Nicaragua,96,0.14859143968942912,4386613.767,651813.255,机械、电气与电子设备,Latin America & Caribbean ,Lower middle income
2012,SLV,El Salvador,97,0.14746730580735595,7081982.954,1044360.946,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,SGP,Singapore,98,0.14687157100775797,249093925.332,36584816.142,机械、电气与电子设备,East Asia & Pacific,High income
2012,ARE,United Arab Emirates,99,0.14649853346028582,222920067.448,32657462.96,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",High income
2012,MWI,Malawi,100,0.14513282787120055,1936761.635,281087.69299999997,化学品、医药与高分子材料,Sub-Saharan Africa ,Low income
2012,SLB,Solomon Isds,101,0.14426178420114588,210186.649,30321.900999999998,机械、电气与电子设备,East Asia & Pacific,Lower middle income
2012,ARM,Armenia,102,0.14245425916200455,2695557.797,383993.689,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,COM,Comoros,103,0.1412926446559501,100573.827,14210.342,贱金属及金属制品,Sub-Saharan Africa ,Lower middle income
2012,CYP,Cyprus,104,0.14089323514005586,7019107.667,988944.787,运输设备,Europe & Central Asia,High income
2012,HTI,Haiti,105,0.14040905888009178,1845840.041,259172.663,纺织、服装、鞋帽与生活饰品,Latin America & Caribbean ,Lower middle income
2012,MLT,Malta,106,0.13935847047311883,8445190.522,1176908.834,运输设备,"Middle East, North Africa, Afghanistan & Pakistan",High income
2012,NCL,New Caledonia,107,0.13713592677581676,1993572.417,273390.401,机械、电气与电子设备,East Asia & Pacific,High income
2012,CAN,Canada,108,0.13464106048269883,364698463.767,49103387.918,机械、电气与电子设备,North America,High income
2012,ZMB,Zambia,109,0.13401886198315935,6424867.681,861053.455,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
2012,SEN,Senegal,110,0.1331738011204035,3785166.157,504084.965,纺织、服装、鞋帽与生活饰品,Sub-Saharan Africa ,Lower middle income
2012,ERI,Eritrea,111,0.13221284602415087,394090.556,52103.834,化学品、医药与高分子材料,Sub-Saharan Africa ,Low income
2012,BHR,Bahrain,112,0.13009579850887185,9977667.933,1298052.677,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",High income
2012,SOM,Somalia,113,0.13006241652953676,758220.304,98615.965,纺织、服装、鞋帽与生活饰品,Sub-Saharan Africa ,Low income
2012,CZE,Czechia,114,0.12992732256371897,117568280.848,15275331.949000001,机械、电气与电子设备,Europe & Central Asia,High income
2012,TLS,Timor-Leste,115,0.1293225916868973,449102.475,58079.096,机械、电气与电子设备,East Asia & Pacific,Lower middle income
2012,NLD,Netherlands,116,0.12720221974438164,330280008.662,42012350.239,机械、电气与电子设备,Europe & Central Asia,High income
2012,BFA,Burkina Faso,117,0.12471109057166523,2320651.16,289410.937,运输设备,Sub-Saharan Africa ,Low income
2012,TUR,TÃ¼rkiye,118,0.12457798591513297,166525504.764,20745411.987,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,LBN,Lebanon,119,0.12360002388905915,14308005.932,1768469.875,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
2012,MOZ,Mozambique,120,0.12176600434256962,4904930.906,597253.838,机械、电气与电子设备,Sub-Saharan Africa ,Low income
2012,COG,Congo,121,0.12170428070064489,3702789.8970000003,450645.381,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
2012,MNE,Montenegro,122,0.12081208174634796,1526459.923,184414.801,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,FIN,Finland,123,0.12011826700100427,50444572.614,6059314.642,机械、电气与电子设备,Europe & Central Asia,High income
2012,HND,Honduras,124,0.11986972667676941,7034060.829,843170.949,机械、电气与电子设备,Latin America & Caribbean ,Lower middle income
2012,GBR,United Kingdom,125,0.11824711252870966,468501046.582,55398895.975,机械、电气与电子设备,Europe & Central Asia,High income
2012,MAR,Morocco,126,0.11663288222297195,24863374.228,2899886.998,纺织、服装、鞋帽与生活饰品,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
2012,GTM,Guatemala,127,0.11654168995418923,11720301.761,1365903.774,纺织、服装、鞋帽与生活饰品,Latin America & Caribbean ,Upper middle income
2012,DEU,Germany,128,0.11589696236344582,847621248.32,98236727.915,机械、电气与电子设备,Europe & Central Asia,High income
2012,GEO,Georgia,129,0.11541553610224262,5823578.642,672131.451,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,MDA,Rep. of Moldova,130,0.11279727398187293,3623180.309,408684.862,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,NOR,Norway,131,0.11270539102638588,74531720.333,8400126.684,机械、电气与电子设备,Europe & Central Asia,High income
2012,POL,Poland,132,0.11055559354777382,153352646.573,16953992.864,机械、电气与电子设备,Europe & Central Asia,High income
2012,MDV,Maldives,133,0.11019427924658634,848481.878,93497.849,非金属矿物制品、陶瓷与玻璃,South Asia,Upper middle income
2012,GNB,Guinea-Bissau,134,0.1098698531792376,141214.36,15515.201000000001,机械、电气与电子设备,Sub-Saharan Africa ,Low income
2012,HRV,Croatia,135,0.10832205258942935,13849521.036,1500208.546,机械、电气与电子设备,Europe & Central Asia,High income
2012,BRN,Brunei Darussalam,136,0.10760648893778571,4023187.656,432921.098,贱金属及金属制品,East Asia & Pacific,High income
2012,SUR,Suriname,137,0.10728694682420879,1485107.832,159332.685,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,FRA,France,138,0.10628764128707442,490730606.554,52158598.678,机械、电气与电子设备,Europe & Central Asia,High income
2012,ALB,Albania,139,0.10568538680634904,3179322.413,336007.919,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,BHS,Bahamas,140,0.10566489879678317,4294414.088,453768.82999999996,运输设备,Latin America & Caribbean ,High income
2012,ESP,Spain,141,0.10472346546514151,212555142.471,22259511.122,机械、电气与电子设备,Europe & Central Asia,High income
2012,EST,Estonia,142,0.10266789411132052,14308034.13,1468975.733,机械、电气与电子设备,Europe & Central Asia,High income
2012,QAT,Qatar,143,0.09990200040961107,24297995.436,2427418.35,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",High income
2012,TUN,Tunisia,144,0.09881021826688664,18505944.315,1828576.397,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
2012,BLR,Belarus,145,0.09872747567491533,23491542.999,2319260.74,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,CRI,Costa Rica,146,0.09855728288209527,14158884.196,1395461.155,机械、电气与电子设备,Latin America & Caribbean ,High income
2012,GIB,Gibraltar,147,0.09829616223034529,1091634.094,107303.44200000001,运输设备,Europe & Central Asia,High income
2012,TTO,Trinidad and Tobago,148,0.09807616209818398,5567561.794,546045.093,机械、电气与电子设备,Latin America & Caribbean ,High income
2012,ITA,Italy,149,0.09798077083619385,323132642.097,31660785.355,机械、电气与电子设备,Europe & Central Asia,High income
2012,ISR,Israel,150,0.09776156904601552,53565332.8,5236630.981,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",High income
2012,PSE,State of Palestine,151,0.09764184148783626,1908605.667,186359.772,纺织、服装、鞋帽与生活饰品,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
2012,KWT,Kuwait,152,0.09738346270512693,20880448.831,2033410.41,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",High income
2012,PNG,Papua New Guinea,153,0.09698512855362029,6579381.958,638102.205,机械、电气与电子设备,East Asia & Pacific,Lower middle income
2012,BMU,Bermuda,154,0.09622379130276487,2164360.25,208262.949,运输设备,North America,High income
2012,DMA,Dominica,155,0.09434538726537277,168984.499,15942.908,纺织、服装、鞋帽与生活饰品,Latin America & Caribbean ,Upper middle income
2012,DNK,Denmark,156,0.09320125307409931,69238951.829,6453157.072,纺织、服装、鞋帽与生活饰品,Europe & Central Asia,High income
2012,GRC,Greece,157,0.09250969429197216,32256436.148,2984033.047,机械、电气与电子设备,Europe & Central Asia,High income
2012,CUW,CuraÃ§ao,158,0.09213982865905983,1500703.8,138274.591,纺织、服装、鞋帽与生活饰品,Latin America & Caribbean ,High income
2012,GAB,Gabon,159,0.0920976294890765,4496184.259000001,414087.912,机械、电气与电子设备,Sub-Saharan Africa ,Upper middle income
2012,LSO,Lesotho,160,0.09036080172933815,1043559.466,94296.87,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
2012,MYT,Mayotte (Overseas France),161,0.0901492981234894,247966.412,22353.998,机械、电气与电子设备,,
2012,SRB,Serbia,162,0.08994613244594636,13854880.05,1246192.876,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,ISL,Iceland,163,0.08658426749482394,3893881.611,337148.887,机械、电气与电子设备,Europe & Central Asia,High income
2012,BIH,Bosnia Herzegovina,164,0.08464431677464292,6217528.442,526278.447,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,HUN,Hungary,165,0.0841784231257937,73900230.059,6220804.835,机械、电气与电子设备,Europe & Central Asia,High income
2012,MKD,North Macedonia,166,0.08361797117553521,4335801.442,362550.92,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,GRD,Grenada,167,0.08017312632742779,169114.66,13558.451,纺织、服装、鞋帽与生活饰品,Latin America & Caribbean ,Upper middle income
2012,SVK,Slovakia,168,0.08010357438167622,59241148.059,4745427.71,机械、电气与电子设备,Europe & Central Asia,High income
2012,CPV,Cabo Verde,169,0.07940441787509923,453094.928,35977.739,机械、电气与电子设备,Sub-Saharan Africa ,Upper middle income
2012,AZE,Azerbaijan,170,0.07920625604266669,10821281.952,857113.229,机械、电气与电子设备,Europe & Central Asia,Upper middle income
2012,ZWE,Zimbabwe,171,0.07694584655280345,4477573.572,344530.689,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
2012,CYM,Cayman Isds,172,0.0740813222034778,1447908.7010000001,107262.991,运输设备,Latin America & Caribbean ,High income
2012,SVN,Slovenia,173,0.07214952950207369,21521558.404,1552770.313,机械、电气与电子设备,Europe & Central Asia,High income
2012,SYC,Seychelles,174,0.07166422448126894,419051.587,30031.007,机械、电气与电子设备,Sub-Saharan Africa ,High income
2012,SWZ,Eswatini,175,0.06995892663162197,1179720.873,82532.00600000001,纺织、服装、鞋帽与生活饰品,Sub-Saharan Africa ,Lower middle income
2012,NAM,Namibia,176,0.0691027299634052,5246045.926,362516.09500000003,运输设备,Sub-Saharan Africa ,Lower middle income
2012,OMN,Oman,177,0.068636392402887,21982401.714,1508792.75,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",High income
2012,SWE,Sweden,178,0.06846143203463632,117679087.883,8056478.877,机械、电气与电子设备,Europe & Central Asia,High income
2012,AFG,Afghanistan,179,0.06677674465574625,6806674.125,454527.54,机械、电气与电子设备,"Middle East, North Africa, Afghanistan & Pakistan",Low income
2012,VCT,Saint Vincent and the Grenadines,180,0.06665125327208517,252719.584,16844.077,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,PLW,Palau,181,0.06648028337444777,23087.191,1534.843,机械、电气与电子设备,East Asia & Pacific,High income
2012,AND,Andorra,182,0.06432341173011868,892958.978,57438.168,纺织、服装、鞋帽与生活饰品,Europe & Central Asia,High income
2012,IRL,Ireland,183,0.06358294671093517,54203473.294,3446416.554,机械、电气与电子设备,Europe & Central Asia,High income
2012,COK,Cook Isds,184,0.06262551841862704,60553.862,3792.217,家具、玩具、体育用品与杂项消费品,,
2012,AUT,Austria,185,0.06054742216995666,134042547.1,8115930.688,机械、电气与电子设备,Europe & Central Asia,High income
2012,VGB,Br. Virgin Isds,186,0.05531204172451945,2758147.236,152558.755,运输设备,Latin America & Caribbean ,High income
2012,STP,Sao Tome and Principe,187,0.05182781176850629,75459.466,3910.899,运输设备,Sub-Saharan Africa ,Lower middle income
2012,ROU,Romania,188,0.05106343160453494,54547781.778,2785396.924,机械、电气与电子设备,Europe & Central Asia,High income
2012,BGR,Bulgaria,189,0.04964674096256479,19856877.126,985829.235,机械、电气与电子设备,Europe & Central Asia,High income
2012,LTU,Lithuania,190,0.04947628143472269,17371426.188,859473.571,机械、电气与电子设备,Europe & Central Asia,High income
2012,GRL,Greenland,191,0.04923344244599986,488637.739,24057.318,纺织、服装、鞋帽与生活饰品,Europe & Central Asia,High income
2012,BLZ,Belize,192,0.046854557300158035,804830.398,37709.972,纺织、服装、鞋帽与生活饰品,Latin America & Caribbean ,Upper middle income
2012,LVA,Latvia,193,0.046703211577612425,12623383.705,589552.56,机械、电气与电子设备,Europe & Central Asia,High income
2012,BWA,Botswana,194,0.042759654669159215,4257632.584,182054.899,机械、电气与电子设备,Sub-Saharan Africa ,Upper middle income
2012,BTN,Bhutan,195,0.04241492146910249,724637.013,30735.422,机械、电气与电子设备,South Asia,Lower middle income
2012,BRB,Barbados,196,0.04181934013013166,2257928.406,94425.076,运输设备,Latin America & Caribbean ,High income
2012,PRT,Portugal,197,0.040181810448774995,47302111.721,1900684.487,机械、电气与电子设备,Europe & Central Asia,High income
2012,FSM,FS Micronesia,198,0.0398406843286362,62210.578,2478.512,机械、电气与电子设备,East Asia & Pacific,Lower middle income
2012,BEL,Belgium,199,0.039791784937230554,237665424.306,9457131.451,机械、电气与电子设备,Europe & Central Asia,High income
2012,CHE,Switzerland,200,0.03910591374472735,273505157.962,10695669.116,机械、电气与电子设备,Europe & Central Asia,High income
2012,LCA,Saint Lucia,201,0.03776230918437922,383889.103,14496.539,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2012,NRU,Nauru,202,0.037568940521999356,23909.378,898.25,家具、玩具、体育用品与杂项消费品,East Asia & Pacific,High income
2012,ABW,Aruba,203,0.029195996816180528,826887.335,24141.8,机械、电气与电子设备,Latin America & Caribbean ,High income
2012,LUX,Luxembourg,204,0.024876658549135375,18779677.949,467175.636,机械、电气与电子设备,Europe & Central Asia,High income
2012,KNA,Saint Kitts and Nevis,205,0.01829562601309267,249783.418,4569.944,机械、电气与电子设备,Latin America & Caribbean ,High income
2012,SMR,San Marino,206,0.006122928010993429,242525.961,1484.969,机械、电气与电子设备,Europe & Central Asia,High income
2012,WLF,Wallis and Futuna Isds,207,0.004948763105939109,22075.011,109.244,皮革、木材、纸品与印刷出版物,,
2012,MSR,Montserrat,208,0.0028903026005985756,19888.229,57.483000000000004,化学品、医药与高分子材料,,
2012,TCA,Turks and Caicos Isds,209,0.0021553404274678475,142435.04,306.996,皮革、木材、纸品与印刷出版物,Latin America & Caribbean ,High income
2012,SPM,Saint Pierre and Miquelon,210,0.00010943552507223925,37291.364,4.081,精密仪器、钟表与乐器,,
2012,SHN,Saint Helena,211,0.0,61191.413,0.0,纺织、服装、鞋帽与生活饰品,,
2012,IOT,Br. Indian Ocean Terr.,212,0.0,17620.899,0.0,家具、玩具、体育用品与杂项消费品,,
2012,ATF,Fr. South Antarctic Terr.,213,0.0,24646.119000000002,0.0,珠宝、贵金属与钱币,,
2012,MNP,N. Mariana Isds,214,0.0,59637.719,0.0,精密仪器、钟表与乐器,East Asia & Pacific,High income
2012,PCN,Pitcairn,215,0.0,5559.504,0.0,机械、电气与电子设备,,
2012,FLK,Falkland Isds (Malvinas),216,0.0,87509.933,0.0,运输设备,,
2012,CCK,Cocos Isds,217,0.0,10800.521999999999,0.0,非金属矿物制品、陶瓷与玻璃,,
2012,GUM,Guam,218,0.0,401000.915,0.0,非金属矿物制品、陶瓷与玻璃,East Asia & Pacific,High income
2012,NIU,Niue,219,0.0,9188.096,0.0,珠宝、贵金属与钱币,,
2012,NFK,Norfolk Isds,220,0.0,11248.762,0.0,化学品、医药与高分子材料,,
2012,TKL,Tokelau,221,0.0,37765.057,0.0,化学品、医药与高分子材料,,
2012,AIA,Anguilla,222,0.0,36257.892,0.0,珠宝、贵金属与钱币,,
2012,SXM,Saint Maarten,223,0.0,595392.62,0.0,机械、电气与电子设备,Latin America & Caribbean ,High income
2012,CXR,Christmas Isds,224,0.0,31851.514,0.0,机械、电气与电子设备,,
2012,ASM,American Samoa,225,0.0,47111.9,0.0,精密仪器、钟表与乐器,East Asia & Pacific,High income
2013,PRK,Dem. People's Rep. of Korea,1,0.8408526434200674,2819416.82,2370714.086,纺织、服装、鞋帽与生活饰品,East Asia & Pacific,Low income
2013,TJK,Tajikistan,2,0.5840964962457532,3171578.061,1852507.633,纺织、服装、鞋帽与生活饰品,Europe & Central Asia,Lower middle income
2013,KGZ,Kyrgyzstan,3,0.48365165209975386,5358065.08,2591437.028,纺织、服装、鞋帽与生活饰品,Europe & Central Asia,Lower middle income
2013,VUT,Vanuatu,4,0.4769521854876061,783042.0750000001,373473.629,运输设备,East Asia & Pacific,Lower middle income
2013,DJI,Djibouti,5,0.46332083909784777,2193198.618,1016154.624,纺织、服装、鞋帽与生活饰品,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
2013,GMB,Gambia,6,0.44722757512821854,586172.259,262152.39800000004,纺织、服装、鞋帽与生活饰品,Sub-Saharan Africa ,Low income
2013,HKG,"China, Hong Kong SAR",7,0.446166926176696,596187308.305,265999058.772,机械、电气与电子设备,East Asia & Pacific,High income
2013,TGO,Togo,8,0.4386120308844116,3270815.6319999998,1434619.087,纺织、服装、鞋帽与生活饰品,Sub-Saharan Africa ,Low income
2013,MMR,Myanmar,9,0.400606707650616,15389096.199000001,6164975.162,机械、电气与电子设备,East Asia & Pacific,Lower middle income
2013,JPN,Japan,10,0.3842282390645576,428998971.573,164833519.408,机械、电气与电子设备,East Asia & Pacific,High income
2013,BEN,Benin,11,0.37004875345272625,3233468.425,1196540.96,纺织、服装、鞋帽与生活饰品,Sub-Saharan Africa ,Lower middle income
2013,PRY,Paraguay,12,0.359605384249462,9564852.885,3439572.597,机械、电气与电子设备,Latin America & Caribbean ,Upper middle income
2013,TCD,Chad,13,0.3475617208027914,1055390.315,366813.27400000003,机械、电气与电子设备,Sub-Saharan Africa ,Low income
2013,MNG,Mongolia,14,0.3458397210859177,4341599.3549999995,1501497.51,机械、电气与电子设备,East Asia & Pacific,Upper middle income
2013,ETH,Ethiopia,15,0.3411887477248185,9530992.29,3251867.324,机械、电气与电子设备,Sub-Saharan Africa ,Not classified
2013,ERI,Eritrea,16,0.3409485790558515,402247.865,137145.838,运输设备,Sub-Saharan Africa ,Low income
2013,LAO,Lao People's Dem. Rep.,17,0.3205754364752112,5092946.044,1632673.401,机械、电气与电子设备,East Asia & Pacific,Lower middle income
2013,NGA,Nigeria,18,0.3150772061123236,35772179.778,11270998.461,机械、电气与电子设备,Sub-Saharan Africa ,Lower middle income
