year,iso3,country,categoryLevel,categoryId,categoryName,category,parentGroupId,scope,dependency,hhi,importance,vulnerability,chinaImport,totalImport
2016,CMR,Cameroon,fine,O01,艺术品、收藏品与古董,艺术品、收藏品与古董,O,all_goods,0.2083178717209488,0.34175769638693804,0.000017773825217249546,0.2307820252508819,21.894,105.099
2016,KAZ,Kazakhstan,fine,B01,肉类、水产加工食品,肉类、水产加工食品,B,processed_primary_goods,0.012782839720128995,0.7623043845081796,0.04667708024475319,0.2085610114940059,1012.208,79184.909
2016,TTO,Trinidad and Tobago,fine,E01,皮革、毛皮与箱包容器,皮革、毛皮与箱包容器,E,all_goods,0.4950042487733257,0.44346783466082673,0.0012466116142687317,0.3544918731945114,5194.385,10493.617
2016,NAM,Namibia,fine,N01,武器弹药及零附件,武器弹药及零附件,N,manufactures,0.0048126754910916844,0.9037522552484785,0.005413631347156977,0.23329225453939215,135.869,28231.490000000005
2016,BGR,Bulgaria,fine,K01,铁路及轨道交通设备,铁路及轨道交通设备,K,all_goods,0.0003665980104868524,0.5410004992918526,0.0025732450968377115,0.15657426463834567,28.211,76953.5
2016,ERI,Eritrea,fine,E05,印刷品与出版物,印刷品与出版物,E,manufactures,0.010637210138668038,0.646926844674133,0.0038052151439048765,0.18354976251385066,9.051,850.8810000000001
2016,SLB,Solomon Isds,fine,M03,杂项个人与消费制品,杂项个人与消费制品,M,all_goods,0.35805890870910595,0.41251661846821036,0.002276802185738187,0.28917795054229667,451.513,1261.002
2016,CYM,Cayman Isds,fine,E02,木材、软木与编结材料制品,木材、软木与编结材料制品,E,all_goods,0.002547632083029238,0.9516270371642587,0.003929535797568103,0.2628574962858721,44.039,17286.248
2016,IOT,Br. Indian Ocean Terr.,fine,F03,产业用与特种纺织材料,产业用与特种纺织材料,F,all_goods,0.0,1.0,0.0032791350197704347,0.2684795352051262,0.0,88.13
2016,ECU,Ecuador,fine,B03,果蔬加工与杂项食品,果蔬加工与杂项食品,B,processed_primary_goods,0.012401294384771335,0.33120216892804794,0.20056131086983273,0.11611612636081828,2583.01,208285.516
2016,WLF,Wallis and Futuna Isds,fine,D05,染料、颜料、涂料与油墨,染料、颜料、涂料与油墨,D,all_goods,0.0,0.8163905802375984,0.006598490255556988,0.21309416390689126,0.0,211.739
2016,SXM,Saint Maarten,fine,K02,汽车及道路车辆,汽车及道路车辆,K,all_goods,0.0,0.8053706715069576,0.046744505768534055,0.20988136263127613,0.0,39644.054000000004
2016,IRN,Iran,fine,E01,皮革、毛皮与箱包容器,皮革、毛皮与箱包容器,E,all_goods,0.6481639791652133,0.5654395474184769,0.0013171844124322655,0.4456812156350451,48738.448000000004,75194.626
2016,BMU,Bermuda,fine,D07,胶黏剂、酶、影像材料与特种化学品,胶黏剂、酶、影像材料与特种化学品,D,manufactures,0.00923529367242099,0.8462360983891116,0.002680268632213366,0.22898128732526557,70.77000000000001,7662.994
2016,SLB,Solomon Isds,fine,J01,通用机械、动力与工业设备,通用机械、动力与工业设备,J,manufactures,0.2094643116802559,0.45616702238827056,0.1935056104623331,0.21750737396991773,13199.429,63015.169
2016,SYC,Seychelles,fine,F03,产业用与特种纺织材料,产业用与特种纺织材料,F,manufactures,0.08191881770348752,0.5579772741410814,0.00802344973474083,0.2139833539303253,773.674,9444.399000000001
2016,GTM,Guatemala,fine,K01,铁路及轨道交通设备,铁路及轨道交通设备,K,manufactures,0.06379622949001365,0.3418638510916752,0.00036832259232313593,0.15438310916239592,290.462,4552.965
2016,BGD,Bangladesh,fine,O01,艺术品、收藏品与古董,艺术品、收藏品与古董,O,special_goods,0.3435955756348341,0.34882751908131765,1.0,0.34588737260056773,220.554,641.9
2016,AUS,Australia,fine,A04,植物、蔬菜、水果与坚果,植物、蔬菜、水果与坚果,A,all_goods,0.12392020486684849,0.5972174814004018,0.005984826260870345,0.2054459819417121,140209.349,1131448.654
2016,ATG,Antigua and Barbuda,fine,B01,肉类、水产加工食品,肉类、水产加工食品,B,processed_primary_goods,0.0031925897710384536,0.6095525663702118,0.08391916503250231,0.16567074503778664,18.741000000000003,5870.156
2016,BWA,Botswana,fine,K01,铁路及轨道交通设备,铁路及轨道交通设备,K,all_goods,0.01786530930330688,0.9017167801726843,0.0023467594226813226,0.24882696806831958,259.666,14534.649
2016,MAR,Morocco,fine,G02,陶瓷制品,陶瓷制品,G,manufactures,0.17519782678633775,0.503190614072969,0.0075493295496075466,0.23641715781192912,41633.23,237635.539
